parent class,rdfs:label,IRI
Procedure (procedure),Medical termination of pregnancy using prostaglandin (procedure),http://snomed.info/id/447972007
Procedure (procedure),Dietary treatment for disorder (regime/therapy),http://snomed.info/id/284071006
Procedure (procedure),Psychodynamic and/or supportive psychotherapeutic intervention (procedure),http://snomed.info/id/225217007
Procedure (procedure),Notification of food poisoning (procedure),http://snomed.info/id/170518002
Procedure (procedure),Immunocytochemical stain (procedure),http://snomed.info/id/13269000
Procedure (procedure),Medical audit procedure (procedure),http://snomed.info/id/50659003
Procedure (procedure),Combined healthy eating and physical education program (regime/therapy),http://snomed.info/id/715282001
Procedure (procedure),Psychological therapies - 24 hour not intensive (procedure),http://snomed.info/id/391227000
Procedure (procedure),Administrative checking procedure (procedure),http://snomed.info/id/310411006
Procedure (procedure),Thawing of cryopreserved oocyte (procedure),http://snomed.info/id/441222006
Procedure (procedure),Preparation of smear (procedure),http://snomed.info/id/448938001
Procedure (procedure),Pronuclear transfer mitochondrial replacement therapy (procedure),http://snomed.info/id/725927001
Procedure (procedure),Giving oral fluid (procedure),http://snomed.info/id/225285007
Procedure (procedure),Informing about what is happening (procedure),http://snomed.info/id/223461003
Procedure (procedure),Advocacy (regime/therapy),http://snomed.info/id/372038002
Procedure (procedure),Full-time nursing care at home by private nurse (regime/therapy),http://snomed.info/id/105385000
Procedure (procedure),Provision of community outreach care (procedure),http://snomed.info/id/423899000
Procedure (procedure),Increase temperature of infant incubator (procedure),http://snomed.info/id/441300002
Procedure (procedure),Termination of pregnancy (procedure),http://snomed.info/id/386639001
Procedure (procedure),Application of cricoid pressure (procedure),http://snomed.info/id/241726007
Procedure (procedure),Spun specimen (procedure),http://snomed.info/id/117032008
Procedure (procedure),Provision of Patient Bill of Rights (regime/therapy),http://snomed.info/id/385776003
Procedure (procedure),Hypertension screening recall (procedure),http://snomed.info/id/308427006
Procedure (procedure),Discharge to convalescence (procedure),http://snomed.info/id/405807003
Procedure (procedure),Inhibition of lactation procedure (procedure),http://snomed.info/id/43141007
Procedure (procedure),Anesthesia practitioner identified (procedure),http://snomed.info/id/397794006
Procedure (procedure),Promotion of hygiene (procedure),http://snomed.info/id/710150006
Procedure (procedure),Intraoperative blood salvage (procedure),http://snomed.info/id/233568002
Procedure (procedure),Cytogenetic procedure (procedure),http://snomed.info/id/73735000
Procedure (procedure),"Cytopathology procedure, cell block preparation (procedure)",http://snomed.info/id/44977009
Procedure (procedure),Feeding and dietary regime (regime/therapy),http://snomed.info/id/384760004
Procedure (procedure),"Medical evaluation, utilization review (procedure)",http://snomed.info/id/57537006
Procedure (procedure),Premenstrual syndrome management (regime/therapy),http://snomed.info/id/406179007
Event (event),Tripping (event),http://snomed.info/id/75941004
Event (event),Accident caused by clothes on fire from controlled fire in private dwelling from brazier (event),http://snomed.info/id/217502007
Event (event),Accidental mechanical suffocation in cot (event),http://snomed.info/id/217817004
Event (event),Accident caused by lightning (event),http://snomed.info/id/217722008
Event (event),Machinery accident on aircraft (event),http://snomed.info/id/419239001
Event (event),Bite of ferret (event),http://snomed.info/id/242612006
Event (event),"Accidental hanging, except in bed or cradle (event)",http://snomed.info/id/217828000
Event (event),Accident caused by rockfall (event),http://snomed.info/id/242560001
Event (event),"Train accident involving explosion, railway employee injured (event)",http://snomed.info/id/213883007
Event (event),Bus accident (event),http://snomed.info/id/297187004
Event (event),Stage 3 or 4 pressure ulcers acquired after admission to a healthcare facility (event),http://snomed.info/id/370915005
Event (event),Kick by unridden animal (event),http://snomed.info/id/242655005
Event (event),Conflagration in private dwelling (event),http://snomed.info/id/271332009
Event (event),Carbon monoxide fumes from conflagration in school (event),http://snomed.info/id/217366007
Event (event),Struck by sharp object (event),http://snomed.info/id/69129000
Event (event),Uncontrolled fire on prairie (event),http://snomed.info/id/217491006
Event (event),Accident due to high air pressure from rapid descent in water (event),http://snomed.info/id/313225009
Event (event),"Collision between animal being ridden and another animal, rider of animal injured (event)",http://snomed.info/id/215272008
Event (event),Lawful killing (event),http://snomed.info/id/248008007
Event (event),Excessive amount of blood / fluid transfusion (event),http://snomed.info/id/216954001
Event (event),Ignition of benzine with ignition of clothing (event),http://snomed.info/id/217535002
Event (event),Accident caused by carbon monoxide from conflagration in public building (event),http://snomed.info/id/242441006
Event (event),Bite of alligator (event),http://snomed.info/id/242629009
Event (event),Accident caused by clothes on fire from controlled fire in private dwelling from normal gas fire (event),http://snomed.info/id/217500004
Event (event),Accidentally stung by sea anemone (event),http://snomed.info/id/217689007
Event (event),Train collision with platform (event),http://snomed.info/id/213816009
Event (event),Accident involving off-road land motor vehicle (event),http://snomed.info/id/302974001
Event (event),Mud slide (event),http://snomed.info/id/102406006
Event (event),Accident caused directly by barbecue (event),http://snomed.info/id/242482006
Event (event),Abuse (event),http://snomed.info/id/417928002
Event (event),Mechanical failure of instrument or apparatus during endoscopic examination (event),http://snomed.info/id/216981001
Event (event),"Localized fire in watercraft, docker or stevedore injured (event)",http://snomed.info/id/215766009
Event (event),Train collision with fallen tree on railway (event),http://snomed.info/id/213802004
Event (event),Run over by rolling stock - pedal cyclist (event),http://snomed.info/id/213956005
Event (event),Bite of primate (event),http://snomed.info/id/242618005
Event (event),Injured by moving object in or near railway vehicle (event),http://snomed.info/id/242084000
Event (event),Air pollution (event),http://snomed.info/id/102413006
Event (event),"Assault by corrosive substance, except poisoning (event)",http://snomed.info/id/269732008
Event (event),Accident caused by furnace in private dwelling (event),http://snomed.info/id/217550006
Event (event),Accident caused by clothes on fire from controlled fire in private dwelling from normal wood fire (event),http://snomed.info/id/217501000
Event (event),Failure of re-entry motors in spacecraft (event),http://snomed.info/id/242242002
Event (event),Accident caused by tornado (event),http://snomed.info/id/217732001
Event (event),Injured by being struck by watercraft after falling from damaged vessel (event),http://snomed.info/id/242179008
Event (event),Sucked into aircraft jet (event),http://snomed.info/id/269686009
Event (event),Pedal cycle accident hit by falling or thrown object (event),http://snomed.info/id/215173009
Event (event),Accident due to striking by hailstones (event),http://snomed.info/id/217644006
Event (event),Accident caused by movement of earth's crust (event),http://snomed.info/id/242558003
Event (event),Foreign object left in body during perfusion (event),http://snomed.info/id/216903001
Event (event),Assault with body part (event),http://snomed.info/id/242889009
Event (event),Occupational exposure to ergonomic risk (event),http://snomed.info/id/737348000
Event (event),Accidental drowning or immersion during marine salvage (event),http://snomed.info/id/217766005
Event (event),Stabbed in fight (event),http://snomed.info/id/219223005
Event (event),Pedal cycle in collision with non-motor road vehicle (event),http://snomed.info/id/215133003
Event (event),Accidental drowning and submersion while engaged in sport or recreational activity with diving equipment (event),http://snomed.info/id/217750008
Event (event),Exposure to polluted soil (event),http://snomed.info/id/102432000
Event (event),Attempted suicide - cut/stab (event),http://snomed.info/id/287185009
Event (event),Medical accidents to patients during surgical and medical care (event),http://snomed.info/id/269691005
Event (event),Accident due to fall from burning apartment (event),http://snomed.info/id/217272009
Event (event),Struck by falling tool (event),http://snomed.info/id/77740007
Event (event),Accident while engaged in work-related activity (event),http://snomed.info/id/17542004
Event (event),Homicide attempt (event),http://snomed.info/id/70579001
Event (event),Snake bite (event),http://snomed.info/id/238456006
Event (event),Accident caused by noxious fumes from conflagration in private dwelling (event),http://snomed.info/id/242429004
Event (event),Natural death with proved cause without autopsy (event),http://snomed.info/id/78857004
